#detBytecnt, detRealBegin, detRealEnd, detCaluBegin, detCaluEnd
       -10,       -24,       -10,        -4,       -10
        39,        47,        39,        17,        39
       -13,        -1,       -13,        -6,       -13
        18,        14,        18,         8,        18
       -32,       -29,       -32,       -14,       -32
        13,        -4,        13,         6,        13
       -19,       -12,       -19,        -8,       -19
        35,        38,        35,        15,        35
       -56,       -43,       -56,       -24,       -56
         4,        -2,         3,         2,         4
        -7,        -6,        -6,        -3,        -7
        -2,        -6,        -2,        -1,        -2
        49,        45,        48,        20,        49
       -17,       -14,       -17,        -7,       -17
       -22,       -21,       -21,        -9,       -22
        19,        17,        19,         8,        19
       -22,       -20,       -22,        -9,       -22
        13,        14,        13,         5,        13
        23,        24,        23,        10,        23
       -32,       -39,       -32,       -14,       -32
